KI Date,Site,Observer,Transect,Species Code,Species,Size (cm),Number,"Sexual Phase (TP, IP, juv)",Time,Depth (m),Slope,Note
13_07_2017,1,SD,3,,Pseudocheilinus hexataenia,4,6,,11:39,12,2,
13_07_2017,1,SD,3,,Pseudocheilinus octotaenia,6,2,,11:39,12,2,
13_07_2017,1,SD,3,,Thalassoma lutescens,3,3,,11:39,12,2,
13_07_2017,1,SD,3,,Thalassoma quinquevittatum,7,2,,11:39,12,2,
13_07_2017,1,SD,3,,Calotomus carolinus,20,1,TP,11:39,12,2,
13_07_2017,1,SD,3,,Chlorurus sordidus,30,1,TP,11:39,12,2,
13_07_2017,1,SD,3,,Scarus frenatus,27,1,IP,11:39,12,2,
13_07_2017,1,SD,3,,Acanthurus nigricans,19,1,,11:39,12,2,
13_07_2017,1,SD,3,,Acanthurus nigricans,11,1,,11:39,12,2,
13_07_2017,1,SD,3,,Acanthurus blochii,24,1,,11:39,12,2,
13_07_2017,1,SD,3,,Ctenochaetus marginatus,12,3,,11:39,12,2,
13_07_2017,1,SD,3,,Ctenochaetus marginatus,14,2,,11:39,12,2,
13_07_2017,1,SD,3,,Ctenochaetus marginatus,10,4,,11:39,12,2,
13_07_2017,1,SD,3,,Ctenochaetus marginatus,8,1,,11:39,12,2,
13_07_2017,1,SD,3,,Balistapus undulatus,12,1,,11:39,12,2,
13_07_2017,1,SD,3,,Melichthys niger,20,2,,11:39,12,2,
13_07_2017,1,SD,3,,Melichthys niger,22,1,,11:39,12,2,
13_07_2017,1,SD,3,,Melichthys vidua,20,1,,11:39,12,2,
13_07_2017,22,SD,1,,Myripristis amaena,13,1,,13:49,9.5,1,
13_07_2017,22,SD,1,,Cephalopholis urodeta,12,2,,13:49,9.5,1,
13_07_2017,22,SD,1,,Pseudanthias olivaceus,6,5,,13:49,9.5,1,
13_07_2017,22,SD,1,,Aphareus furca,26,3,,13:49,9.5,1,
13_07_2017,22,SD,1,,Gnathodentex aureolineatus,18,50,,13:49,9.5,1,
13_07_2017,22,SD,1,,Gnathodentex aureolineatus,15,20,,13:49,9.5,1,
13_07_2017,22,SD,1,,Cirripectes variolosus,4,1,,13:49,9.5,1,
13_07_2017,22,SD,1,,Chromis margaritifer,4,16,,13:49,9.5,1,
13_07_2017,22,SD,1,,Chromis vanderbilti,3,200,,13:49,9.5,1,
13_07_2017,22,SD,1,,Chromis vanderbilti,2,10,,13:49,9.5,1,
13_07_2017,22,SD,1,,Plectroglyphidodon dickii,5,3,,13:49,9.5,1,
13_07_2017,22,SD,1,,Stegastes aureus,8,7,,13:49,9.5,1,
13_07_2017,22,SD,1,,Stegastes aureus,10,1,,13:49,9.5,1,
13_07_2017,22,SD,1,,Stegastes fasciolatus,8,5,,13:49,9.5,1,
13_07_2017,22,SD,1,,Gomphosus varius,20,1,,13:49,9.5,1,
13_07_2017,22,SD,1,,Gomphosus varius,5,1,,13:49,9.5,1,
13_07_2017,22,SD,1,,Halichoeres hortulanus,24,1,,13:49,9.5,1,
13_07_2017,22,SD,1,,Halichoeres hortulanus,16,1,,13:49,9.5,1,
13_07_2017,22,SD,1,,Halichoeres hortulanus,7,1,,13:49,9.5,1,
13_07_2017,22,SD,1,,Halichoeres hortulanus,2,1,,13:49,9.5,1,
13_07_2017,22,SD,1,,Halichoeres hortulanus,6,1,,13:49,9.5,1,
13_07_2017,22,SD,1,,Halichoeres ornatissimus,3,1,,13:49,9.5,1,
13_07_2017,22,SD,1,,Hemigymnus fasciatus,27,1,,13:49,9.5,1,
13_07_2017,22,SD,1,,Labroides dimidiatus,3,1,,13:49,9.5,1,
13_07_2017,22,SD,1,,Labroides dimidiatus,10,1,,13:49,9.5,1,
13_07_2017,22,SD,1,,Macropharyngodon meleagris,4,1,,13:49,9.5,1,
13_07_2017,22,SD,1,,Macropharyngodon meleagris,8,4,,13:49,9.5,1,
13_07_2017,22,SD,1,,Macropharyngodon meleagris,6,4,,13:49,9.5,1,
13_07_2017,22,SD,1,,Macropharyngodon meleagris,2,1,,13:49,9.5,1,
13_07_2017,22,SD,1,,Pseudocheilinus octotaenia,8,3,,13:49,9.5,1,
13_07_2017,22,SD,1,,Pseudocheilinus octotaenia,6,1,,13:49,9.5,1,
13_07_2017,22,SD,1,,Pseudocheilinus octotaenia,10,1,,13:49,9.5,1,
13_07_2017,22,SD,1,,Thalassoma quinquevittatum,7,6,,13:49,9.5,1,
13_07_2017,22,SD,1,,Thalassoma quinquevittatum,10,1,,13:49,9.5,1,
13_07_2017,22,SD,1,,Calotomus carolinus,23,1,TP,13:49,9.5,1,
13_07_2017,22,SD,1,,Chlorurus sordidus,30,1,TP,13:49,9.5,1,
13_07_2017,22,SD,1,,Chlorurus sordidus,22,2,IP,13:49,9.5,1,
13_07_2017,22,SD,1,,Chlorurus sordidus,25,1,IP,13:49,9.5,1,
13_07_2017,22,SD,1,,Acanthurus nigricans,20,1,,13:49,9.5,1,
13_07_2017,22,SD,1,,Acanthurus nigricans,10,1,,13:49,9.5,1,
13_07_2017,22,SD,1,,Acanthurus nigricans,13,1,,13:49,9.5,1,
13_07_2017,22,SD,1,,Ctenochaetus flavicauda,8,1,,13:49,9.5,1,
13_07_2017,22,SD,1,,Ctenochaetus flavicauda,10,2,,13:49,9.5,1,
13_07_2017,22,SD,1,,Ctenochaetus marginatus,21,1,,13:49,9.5,1,
13_07_2017,22,SD,1,,Ctenochaetus striatus,14,56,,13:49,9.5,1,
13_07_2017,22,SD,1,,Parupeneus insularis,8,2,,13:49,9.5,1,
13_07_2017,22,SD,2,,Cephalopholis urodeta,10,1,,14:08,11,1,
13_07_2017,22,SD,2,,Cephalopholis urodeta,12,1,,14:08,11,1,
13_07_2017,22,SD,2,,Variola louti,65,1,,14:08,11,1,
13_07_2017,22,SD,2,,Pseudodax moluccanus,16,1,,14:08,11,1,
13_07_2017,22,SD,2,,Thalassoma trilobatum,10,1,,14:08,11,1,
13_07_2017,22,SD,2,,Centropyge flavissima,4,1,,14:08,11,1,
13_07_2017,22,SD,2,,Chromis margaritifer,3,9,,14:08,11,1,
13_07_2017,22,SD,2,,Chromis vanderbilti,3,141,,14:08,11,1,
13_07_2017,22,SD,2,,Chromis xanthura,8,1,,14:08,11,1,
13_07_2017,22,SD,2,,Plectroglyphidodon dickii,4,2,,14:08,11,1,
13_07_2017,22,SD,2,,Plectroglyphidodon dickii,5,3,,14:08,11,1,
13_07_2017,22,SD,2,,Pomacentrus coelestis,2,1,,14:08,11,1,
13_07_2017,22,SD,2,,Stegastes aureus,7,1,,14:08,11,1,
13_07_2017,22,SD,2,,Stegastes aureus,8,10,,14:08,11,1,
13_07_2017,22,SD,2,,Coris gaimard,3,3,,14:08,11,1,
13_07_2017,22,SD,2,,Coris gaimard,6,1,,14:08,11,1,
13_07_2017,22,SD,2,,Gomphosus varius,5,1,,14:08,11,1,
13_07_2017,22,SD,2,,Gomphosus varius,6,1,,14:08,11,1,
13_07_2017,22,SD,2,,Halichoeres hortulanus,25,1,,14:08,11,1,
13_07_2017,22,SD,2,,Halichoeres hortulanus,20,2,,14:08,11,1,
13_07_2017,22,SD,2,,Halichoeres hortulanus,7,1,,14:08,11,1,
13_07_2017,22,SD,2,,Halichoeres margaritaceus,3,1,,14:08,11,1,
13_07_2017,22,SD,2,,Halichoeres margaritaceus,7,1,,14:08,11,1,
13_07_2017,22,SD,2,,Halichoeres margaritaceus,2,1,,14:08,11,1,
13_07_2017,22,SD,2,,Halichoeres ornatissimus,5,1,,14:08,11,1,
13_07_2017,22,SD,2,,Halichoeres ornatissimus,12,1,,14:08,11,1,
13_07_2017,22,SD,2,,Halichoeres ornatissimus,7,1,,14:08,11,1,
13_07_2017,22,SD,2,,Macropharyngodon meleagris,3,7,,14:08,11,1,
13_07_2017,22,SD,2,,Macropharyngodon meleagris,5,4,,14:08,11,1,
13_07_2017,22,SD,2,,Macropharyngodon meleagris,4,26,,14:08,11,1,
13_07_2017,22,SD,2,,Macropharyngodon meleagris,3,2,,14:08,11,1,
13_07_2017,22,SD,2,,Oxycheilinus unifasciatus,24,1,,14:08,11,1,
13_07_2017,22,SD,2,,Pseudocheilinus octotaenia,7,1,,14:08,11,1,
13_07_2017,22,SD,2,,Pseudocheilinus octotaenia,10,1,,14:08,11,1,
13_07_2017,22,SD,2,,Thalassoma quinquevittatum,8,1,,14:08,11,1,
13_07_2017,22,SD,2,,Thalassoma quinquevittatum,9,2,,14:08,11,1,
13_07_2017,22,SD,2,,Scarus frenatus,40,1,TP,14:08,11,1,
13_07_2017,22,SD,2,,Acanthurus nigricans,20,4,,14:08,11,1,
13_07_2017,22,SD,2,,Acanthurus nigricans,12,2,,14:08,11,1,
13_07_2017,22,SD,2,,Acanthurus nigricans,8,1,,14:08,11,1,
13_07_2017,22,SD,2,,Acanthurus nigricans,16,1,,14:08,11,1,
13_07_2017,22,SD,2,,Acanthurus nigricans,18,1,,14:08,11,1,
13_07_2017,22,SD,2,,Acanthurus blochii,24,1,,14:08,11,1,
13_07_2017,22,SD,2,,Ctenochaetus flavicauda,10,3,,14:08,11,1,
13_07_2017,22,SD,2,,Melichthys vidua,20,1,,14:08,11,1,
13_07_2017,22,SD,2,,Melichthys vidua,15,1,,14:08,11,1,
13_07_2017,22,SD,2,,Parupeneus insularis,7,1,,14:08,11,1,
13_07_2017,22,SD,3,,Cephalopholis urodeta,14,1,,14:28,11,1,
13_07_2017,22,SD,3,,Paracirrhites arcatus,10,1,,14:28,11,1,
13_07_2017,22,SD,3,,Paracirrhites forsteri,4,1,,14:28,11,1,
13_07_2017,22,SD,3,,Thalassoma trilobatum,13,1,,14:28,11,1,
13_07_2017,22,SD,3,,Lutjanus bohar,20,1,,14:28,11,1,
13_07_2017,22,SD,3,,Lutjanus bohar,16,1,,14:28,11,1,
13_07_2017,22,SD,3,,Cirripectes variolosus,4,3,,14:28,11,1,
13_07_2017,22,SD,3,,Centropyge flavissima,5,2,,14:28,11,1,
13_07_2017,22,SD,3,,Chaetodon ornatissimus,17,1,,14:28,11,1,
13_07_2017,22,SD,3,,Chromis margaritifer,4,7,,14:28,11,1,
13_07_2017,22,SD,3,,Chromis margaritifer,2,2,,14:28,11,1,
13_07_2017,22,SD,3,,Chromis vanderbilti,3,240,,14:28,11,1,
13_07_2017,22,SD,3,,Chromis xanthura,10,10,,14:28,11,1,
13_07_2017,22,SD,3,,Plectroglyphidodon dickii,4,1,,14:28,11,1,
13_07_2017,22,SD,3,,Plectroglyphidodon dickii,5,1,,14:28,11,1,
13_07_2017,22,SD,3,,Pomacentrus coelestis,2,3,,14:28,11,1,
13_07_2017,22,SD,3,,Stegastes aureus,8,6,,14:28,11,1,
13_07_2017,22,SD,3,,Stegastes aureus,6,3,,14:28,11,1,
13_07_2017,22,SD,3,,Coris gaimard,3,2,,14:28,11,1,
13_07_2017,22,SD,3,,Gomphosus varius,4,1,,14:28,11,1,
13_07_2017,22,SD,3,,Gomphosus varius,8,1,,14:28,11,1,
13_07_2017,22,SD,3,,Gomphosus varius,10,1,,14:28,11,1,
13_07_2017,22,SD,3,,Gomphosus varius,12,1,,14:28,11,1,
13_07_2017,22,SD,3,,Halichoeres hortulanus,20,1,,14:28,11,1,
13_07_2017,22,SD,3,,Halichoeres hortulanus,9,1,,14:28,11,1,
13_07_2017,22,SD,3,,Halichoeres hortulanus,12,1,,14:28,11,1,
13_07_2017,22,SD,3,,Halichoeres hortulanus,2,1,,14:28,11,1,
13_07_2017,22,SD,3,,Halichoeres ornatissimus,10,1,,14:28,11,1,
13_07_2017,22,SD,3,,Halichoeres ornatissimus,5,3,,14:28,11,1,
13_07_2017,22,SD,3,,Macropharyngodon meleagris,4,1,,14:28,11,1,
13_07_2017,22,SD,3,,Macropharyngodon meleagris,3,15,,14:28,11,1,
13_07_2017,22,SD,3,,Macropharyngodon meleagris,2,8,,14:28,11,1,
13_07_2017,22,SD,3,,Macropharyngodon meleagris,6,4,,14:28,11,1,
13_07_2017,22,SD,3,,Pseudocheilinus hexataenia,4,1,,14:28,11,1,
13_07_2017,22,SD,3,,Pseudocheilinus octotaenia,5,1,,14:28,11,1,
13_07_2017,22,SD,3,,Thalassoma lutescens,3,1,,14:28,11,1,
13_07_2017,22,SD,3,,Thalassoma quinquevittatum,5,1,,14:28,11,1,
13_07_2017,22,SD,3,,Thalassoma quinquevittatum,12,3,,14:28,11,1,
13_07_2017,22,SD,3,,Chlorurus sordidus,27,1,TP,14:28,11,1,
13_07_2017,22,SD,3,,Scarus frenatus,33,1,TP,14:28,11,1,
13_07_2017,22,SD,3,,Scarus frenatus,26,1,IP,14:28,11,1,
13_07_2017,22,SD,3,,Acanthurus nigricans,20,1,,14:28,11,1,
13_07_2017,22,SD,3,,Acanthurus nigricans,12,2,,14:28,11,1,
13_07_2017,22,SD,3,,Acanthurus nigricauda,27,1,,14:28,11,1,
13_07_2017,22,SD,3,,Acanthurus olivaceus,24,2,,14:28,11,1,
13_07_2017,22,SD,3,,Acanthurus blochii,27,99,,14:28,11,1,
13_07_2017,22,SD,3,,Ctenochaetus marginatus,21,1,,14:28,11,1,
13_07_2017,22,SD,3,,Ctenochaetus marginatus,14,5,,14:28,11,1,
13_07_2017,22,SD,3,,Ctenochaetus marginatus,12,1,,14:28,11,1,
13_07_2017,22,SD,3,,Ctenochaetus marginatus,9,1,,14:28,11,1,
13_07_2017,22,SD,3,,Ctenochaetus marginatus,6,1,,14:28,11,1,
13_07_2017,22,SD,3,,Balistapus undulatus,17,1,,14:28,11,1,
13_07_2017,22,SD,3,,Parupeneus insularis,20,1,,14:28,11,1,
14_07_2017,19,SD,1,,Epinephelus hexagonatus,12,1,,9:01,10.7,2,
14_07_2017,19,SD,1,,Paracirrhites forsteri,11,1,,9:01,10.7,2,
14_07_2017,19,SD,1,,Lutjanus bohar,20,3,,9:01,10.7,2,
14_07_2017,19,SD,1,,Lutjanus bohar,17,1,,9:01,10.7,2,
14_07_2017,19,SD,1,,Pterocaesio tile,18,126,,9:01,10.7,2,
14_07_2017,19,SD,1,,Caesio teres,24,32,,9:01,10.7,2,
14_07_2017,19,SD,1,,Pterocaesio tile,16,30,,9:01,10.7,2,
14_07_2017,19,SD,1,,Gnathodentex aureolineatus,20,1,,9:01,10.7,2,
14_07_2017,19,SD,1,,Cirripectes variolosus,6,1,,9:01,10.7,2,
14_07_2017,19,SD,1,,Centropyge flavissima,4,1,,9:01,10.7,2,
14_07_2017,19,SD,1,,Chromis margaritifer,4,38,,9:01,10.7,2,
14_07_2017,19,SD,1,,Chromis margaritifer,5,9,,9:01,10.7,2,
14_07_2017,19,SD,1,,Chromis vanderbilti,4,250,,9:01,10.7,2,
14_07_2017,19,SD,1,,Plectroglyphidodon dickii,5,3,,9:01,10.7,2,
14_07_2017,19,SD,1,,Stegastes fasciolatus,8,7,,9:01,10.7,2,
14_07_2017,19,SD,1,,Stegastes fasciolatus,10,3,,9:01,10.7,2,
14_07_2017,19,SD,1,,Gomphosus varius,6,1,,9:01,10.7,2,
14_07_2017,19,SD,1,,Gomphosus varius,8,1,,9:01,10.7,2,
14_07_2017,19,SD,1,,Gomphosus varius,4,1,,9:01,10.7,2,
14_07_2017,19,SD,1,,Halichoeres hortulanus,10,1,,9:01,10.7,2,
14_07_2017,19,SD,1,,Halichoeres ornatissimus,5,2,,9:01,10.7,2,
14_07_2017,19,SD,1,,Hemigymnus fasciatus,7,1,,9:01,10.7,2,
14_07_2017,19,SD,1,,Labroides dimidiatus,11,1,,9:01,10.7,2,
14_07_2017,19,SD,1,,Pseudocheilinus hexataenia,3,1,,9:01,10.7,2,
14_07_2017,19,SD,1,,Pseudocheilinus hexataenia,4,1,,9:01,10.7,2,
14_07_2017,19,SD,1,,Thalassoma amblycephalum,2,14,,9:01,10.7,2,
14_07_2017,19,SD,1,,Thalassoma lutescens,3,2,,9:01,10.7,2,
14_07_2017,19,SD,1,,Thalassoma quinquevittatum,9,1,,9:01,10.7,2,
14_07_2017,19,SD,1,,Thalassoma quinquevittatum,8,1,,9:01,10.7,2,
14_07_2017,19,SD,1,,Thalassoma quinquevittatum,6,1,,9:01,10.7,2,
14_07_2017,19,SD,1,,Chlorurus sordidus,25,1,TP,9:01,10.7,2,
14_07_2017,19,SD,1,,Scarus frenatus,30,1,TP,9:01,10.7,2,
14_07_2017,19,SD,1,,Acanthurus lineatus,24,10,,9:01,10.7,2,
14_07_2017,19,SD,1,,Acanthurus lineatus,26,1,,9:01,10.7,2,
14_07_2017,19,SD,1,,Acanthurus blochii,23,1,,9:01,10.7,2,
14_07_2017,19,SD,2,,Paracirrhites forsteri,14,1,,9:22,11,2,
14_07_2017,19,SD,2,,Chanos chanos,100,1,,9:22,11,2,
14_07_2017,19,SD,2,,Pterocaesio tile,19,20,,9:22,11,2,
14_07_2017,19,SD,2,,Caesio teres,21,30,,9:22,11,2,
14_07_2017,19,SD,2,,Cirripectes variolosus,5,1,,9:22,11,2,
14_07_2017,19,SD,2,,Cirripectes variolosus,3,1,,9:22,11,2,
14_07_2017,19,SD,2,,Chromis acares,3,10,,9:22,11,2,
14_07_2017,19,SD,2,,Chromis margaritifer,4,51,,9:22,11,2,
14_07_2017,19,SD,2,,Chromis vanderbilti,4,280,,9:22,11,2,
14_07_2017,19,SD,2,,Chromis vanderbilti,2,5,,9:22,11,2,
14_07_2017,19,SD,2,,Plectroglyphidodon dickii,5,4,,9:22,11,2,
14_07_2017,19,SD,2,,Stegastes fasciolatus,10,3,,9:22,11,2,
14_07_2017,19,SD,2,,Stegastes fasciolatus,8,2,,9:22,11,2,
14_07_2017,19,SD,2,,Gomphosus varius,17,1,,9:22,11,2,
14_07_2017,19,SD,2,,Gomphosus varius,10,1,,9:22,11,2,
14_07_2017,19,SD,2,,Gomphosus varius,5,3,,9:22,11,2,
14_07_2017,19,SD,2,,Gomphosus varius,15,1,,9:22,11,2,
14_07_2017,19,SD,2,,Gomphosus varius,12,1,,9:22,11,2,
14_07_2017,19,SD,2,,Pseudocheilinus hexataenia,3,1,,9:22,11,2,
14_07_2017,19,SD,2,,Pseudocheilinus hexataenia,5,1,,9:22,11,2,
14_07_2017,19,SD,2,,Pseudocheilinus octotaenia,7,1,,9:22,11,2,
14_07_2017,19,SD,2,,Stethojulis bandanensis,10,1,,9:22,11,2,
14_07_2017,19,SD,2,,Thalassoma amblycephalum,3,11,,9:22,11,2,
14_07_2017,19,SD,2,,Thalassoma amblycephalum,4,4,,9:22,11,2,
14_07_2017,19,SD,2,,Thalassoma amblycephalum,5,3,,9:22,11,2,
14_07_2017,19,SD,2,,Thalassoma quinquevittatum,6,1,,9:22,11,2,
14_07_2017,19,SD,2,,Thalassoma quinquevittatum,12,2,,9:22,11,2,
14_07_2017,19,SD,2,,Chlorurus sordidus,23,1,TP,9:22,11,2,
14_07_2017,19,SD,2,,Scarus frenatus,22,1,IP,9:22,11,2,
14_07_2017,19,SD,2,,Scarus frenatus,12,1,IP,9:22,11,2,
14_07_2017,19,SD,2,,Scarus rubroviolaceus,12,1,IP,9:22,11,2,
14_07_2017,19,SD,2,,Hipposcarus longiceps,60,3,TP,9:22,11,2,
14_07_2017,19,SD,2,,Acanthurus lineatus,24,3,,9:22,11,2,
14_07_2017,19,SD,2,,Acanthurus lineatus,26,1,,9:22,11,2,
14_07_2017,19,SD,2,,Acanthurus nigricans,10,1,,9:22,11,2,
14_07_2017,19,SD,2,,Acanthurus nigricans,11,1,,9:22,11,2,
14_07_2017,19,SD,2,,Acanthurus guttatus,20,1,,9:22,11,2,
14_07_2017,19,SD,2,,Ctenochaetus marginatus,21,1,,9:22,11,2,
14_07_2017,19,SD,2,,Ctenochaetus flavicauda,4,1,,9:22,11,2,
14_07_2017,19,SD,2,,Naso annulatus,60,3,,9:22,11,2,
14_07_2017,19,SD,2,,Balistapus undulatus,7,1,,9:22,11,2,
14_07_2017,19,SD,2,,Melichthys niger,20,1,,9:22,11,2,
14_07_2017,19,SD,3,,Kyphosus cinerascens,32,4,,9:45,10.9,2,
14_07_2017,19,SD,3,,Cephalopholis argus,30,1,,9:45,10.9,2,
14_07_2017,19,SD,3,,Pseudanthias olivaceus,3,10,,9:45,10.9,2,
14_07_2017,19,SD,3,,Gnathodentex aureolineatus,18,24,,9:45,10.9,2,
14_07_2017,19,SD,3,,Cirripectes variolosus,6,1,,9:45,10.9,2,
14_07_2017,19,SD,3,,Centropyge loricula,5,1,,9:45,10.9,2,
14_07_2017,19,SD,3,,Chromis margaritifer,2,2,,9:45,10.9,2,
14_07_2017,19,SD,3,,Chromis margaritifer,4,9,,9:45,10.9,2,
14_07_2017,19,SD,3,,Chromis acares,3,5,,9:45,10.9,2,
14_07_2017,19,SD,3,,Chromis margaritifer,4,37,,9:45,10.9,2,
14_07_2017,19,SD,3,,Chromis margaritifer,5,37,,9:45,10.9,2,
14_07_2017,19,SD,3,,Chromis vanderbilti,4,285,,9:45,10.9,2,
14_07_2017,19,SD,3,,Plectroglyphidodon dickii,5,4,,9:45,10.9,2,
14_07_2017,19,SD,3,,Stegastes fasciolatus,10,5,,9:45,10.9,2,
14_07_2017,19,SD,3,,Stegastes fasciolatus,8,3,,9:45,10.9,2,
14_07_2017,19,SD,3,,Gomphosus varius,21,1,,9:45,10.9,2,
14_07_2017,19,SD,3,,Gomphosus varius,6,10,,9:45,10.9,2,
14_07_2017,19,SD,3,,Gomphosus varius,19,1,,9:45,10.9,2,
14_07_2017,19,SD,3,,Halichoeres ornatissimus,5,1,,9:45,10.9,2,
14_07_2017,19,SD,3,,Hemigymnus fasciatus,21,2,,9:45,10.9,2,
14_07_2017,19,SD,3,,Labroides bicolor,10,1,,9:45,10.9,2,
14_07_2017,19,SD,3,,Labroides rubrolabiatus,4,1,,9:45,10.9,2,
14_07_2017,19,SD,3,,Pseudocheilinus hexataenia,5,6,,9:45,10.9,2,
14_07_2017,19,SD,3,,Pseudocheilinus octotaenia,10,2,,9:45,10.9,2,
14_07_2017,19,SD,3,,Thalassoma amblycephalum,4,4,,9:45,10.9,2,
14_07_2017,19,SD,3,,Thalassoma amblycephalum,5,1,,9:45,10.9,2,
14_07_2017,19,SD,3,,Thalassoma amblycephalum,7,1,,9:45,10.9,2,
14_07_2017,19,SD,3,,Thalassoma lutescens,3,1,,9:45,10.9,2,
14_07_2017,19,SD,3,,Thalassoma quinquevittatum,9,1,,9:45,10.9,2,
14_07_2017,19,SD,3,,Thalassoma quinquevittatum,6,1,,9:45,10.9,2,
14_07_2017,19,SD,3,,Chlorurus sordidus,30,1,TP,9:45,10.9,2,
14_07_2017,19,SD,3,,Chlorurus sordidus,20,1,IP,9:45,10.9,2,
14_07_2017,19,SD,3,,Scarus rubroviolaceus,45,1,IP,9:45,10.9,2,
14_07_2017,19,SD,3,,Scarus rubroviolaceus,60,1,TP,9:45,10.9,2,
14_07_2017,19,SD,3,,Scarus oviceps,24,1,TP,9:45,10.9,2,
14_07_2017,19,SD,3,,Scarus oviceps,25,1,TP,9:45,10.9,2,
14_07_2017,19,SD,3,,Acanthurus leucocheilus,24,1,,9:45,10.9,2,
14_07_2017,19,SD,3,,Acanthurus lineatus,26,3,,9:45,10.9,2,
14_07_2017,19,SD,3,,Acanthurus nigricans,20,1,,9:45,10.9,2,
14_07_2017,19,SD,3,,Acanthurus nigricans,10,1,,9:45,10.9,2,
14_07_2017,19,SD,3,,Acanthurus nigricans,12,1,,9:45,10.9,2,
14_07_2017,19,SD,3,,Acanthurus olivaceus,20,1,,9:45,10.9,2,
14_07_2017,19,SD,3,,Acanthurus blochii,24,1,,9:45,10.9,2,
14_07_2017,19,SD,3,,Ctenochaetus marginatus,16,1,,9:45,10.9,2,
14_07_2017,19,SD,3,,Ctenochaetus striatus,12,1,,9:45,10.9,2,
14_07_2017,19,SD,3,,Melichthys niger,23,2,,9:45,10.9,2,
14_07_2017,19,SD,3,,Mulloidichthys vanicolensis,18,1,,9:45,10.9,2,
14_07_2017,19,SD,3,,Mulloidichthys mimicus,18,1,,9:45,10.9,2,
14_07_2017,32,SD,1,,Halichoeres trimaculatus,6,1,,16:11,10.1,1,
14_07_2017,32,SD,1,,Halichoeres trimaculatus,8,1,,16:11,10.1,1,
14_07_2017,32,SD,1,,Cephalopholis urodeta,16,2,,16:11,10.1,1,
14_07_2017,32,SD,1,,Cephalopholis miniata,21,1,,16:11,10.1,1,
14_07_2017,32,SD,1,,Pogonoperca punctata,18,1,,16:11,10.1,1,
14_07_2017,32,SD,1,,Pseudanthias cooperi,6,56,,16:11,10.1,1,
14_07_2017,32,SD,1,,Pseudanthias cooperi,8,7,,16:11,10.1,1,
14_07_2017,32,SD,1,,Pseudanthias dispar,7,49,,16:11,10.1,1,
14_07_2017,32,SD,1,,Cirrhitichthys oxycephalus,4,1,,16:11,10.1,1,
14_07_2017,32,SD,1,,Heniochus acuminatus,21,1,,16:11,10.1,1,
14_07_2017,32,SD,1,,Heniochus acuminatus,17,1,,16:11,10.1,1,
14_07_2017,32,SD,1,,Lutjanus gibbus,7,1,,16:11,10.1,1,
14_07_2017,32,SD,1,,Lutjanus fulvus,7,14,,16:11,10.1,1,
14_07_2017,32,SD,1,,Gnathodentex aureolineatus,10,20,,16:11,10.1,1,
14_07_2017,32,SD,1,,Plagiotremus tapeinosoma,8,1,,16:11,10.1,1,
14_07_2017,32,SD,1,,Centropyge flavissima,5,4,,16:11,10.1,1,
14_07_2017,32,SD,1,,Chaetodon auriga,14,1,,16:11,10.1,1,
14_07_2017,32,SD,1,,Chaetodon lunula,14,2,,16:11,10.1,1,
14_07_2017,32,SD,1,,Chromis margaritifer,4,43,,16:11,10.1,1,
14_07_2017,32,SD,1,,Pomacentrus coelestis,4,30,,16:11,10.1,1,
14_07_2017,32,SD,1,,Coris gaimard,10,1,,16:11,10.1,1,
14_07_2017,32,SD,1,,Halichoeres hortulanus,10,1,,16:11,10.1,1,
14_07_2017,32,SD,1,,Halichoeres hortulanus,12,1,,16:11,10.1,1,
14_07_2017,32,SD,1,,Halichoeres margaritaceus,10,1,,16:11,10.1,1,
14_07_2017,32,SD,1,,Halichoeres margaritaceus,8,1,,16:11,10.1,1,
14_07_2017,32,SD,1,,Halichoeres ornatissimus,10,1,,16:11,10.1,1,
14_07_2017,32,SD,1,,Macropharyngodon meleagris,4,3,,16:11,10.1,1,
14_07_2017,32,SD,1,,Stethojulis bandanensis,10,1,,16:11,10.1,1,
14_07_2017,32,SD,1,,Stethojulis bandanensis,4,1,,16:11,10.1,1,
14_07_2017,32,SD,1,,Thalassoma lutescens,5,2,,16:11,10.1,1,
14_07_2017,32,SD,1,,Chlorurus sordidus,8,1,juv,16:11,10.1,1,
14_07_2017,32,SD,1,,Acanthurus nigrofuscus,6,1,,16:11,10.1,1,
14_07_2017,32,SD,1,,Acanthurus olivaceus,20,5,,16:11,10.1,1,
14_07_2017,32,SD,1,,Acanthurus olivaceus,23,3,,16:11,10.1,1,
14_07_2017,32,SD,1,,Acanthurus olivaceus,27,3,,16:11,10.1,1,
14_07_2017,32,SD,1,,Acanthurus olivaceus,11,1,,16:11,10.1,1,
14_07_2017,32,SD,1,,Acanthurus triostegus,13,3,,16:11,10.1,1,
14_07_2017,32,SD,1,,Acanthurus blochii,22,1,,16:11,10.1,1,
14_07_2017,32,SD,1,,Acanthurus blochii,26,4,,16:11,10.1,1,
14_07_2017,32,SD,1,,Melichthys vidua,25,1,,16:11,10.1,1,
14_07_2017,32,SD,1,,Odonus niger,20,3,,16:11,10.1,1,
14_07_2017,32,SD,1,,Odonus niger,10,5,,16:11,10.1,1,
14_07_2017,32,SD,2,,Cephalopholis urodeta,10,2,,16:31,9.8,1,
14_07_2017,32,SD,2,,Pogonoperca punctata,18,1,,16:31,9.8,1,
14_07_2017,32,SD,2,,Pseudanthias cooperi,7,47,,16:31,9.8,1,
